gene_symbol,hiv_day_0,hiv_day_1,hiv_day_3,hiv_day_6,hiv_day_8,hiv_day_10,hiv_day_12,cluster
EPDQQ,0,0.302241219899657,0.339374168514742,1.05745538226436,1.15395606751097,1.04091241655258,0.974073552271256,4
ZSNVF,0,0.127836973525979,0.730521532099333,1.25930053974378,1.12464516932779,0.929157660808085,1.08629494540836,4
FXDAH,0,0.0361648756548026,0.570749432065356,1.37488606400617,1.51768897277019,1.09601635496831,1.15951758727956,4
FHYIF,0,-0.0709961054202229,1.04600673846255,1.12422315172545,1.21094978561046,0.653627443022995,1.11811018799866,4
HIJWB,0,-0.224013809690512,1.07601355459874,1.10197440969092,1.16546536118508,0.838054892074339,1.0221897441468,4
BEJLU,0,0.24172910347936,1.29391706062557,1.0414281555446,0.987174565357434,0.822065496101704,1.19242113208489,4
UGGWA,0,0.057576543953555,0.889115829294986,0.799571606992251,0.96199437058225,0.932386838518287,1.31402475012871,4
MTOES,0,1.93351376630907,1.7667901263183,4.09747137875834,4.02125938263192,1.8939135666384,1.84666777925938,3
DTQPF,0,1.15982769621593,1.91765094639949,4.38906238152704,3.11615337304936,1.82258854951667,1.72731241863374,3
PLJEF,0,0.277882462720275,2.13510257050449,3.79161686278214,3.62501331927724,2.10523574055814,2.60627902371532,3
JWWIG,0,0.314123867376867,2.03153700875931,3.41031124077054,3.07660072765114,2.95562824920516,2.93166393828392,3
WMAMT,0,0.1554130897077,1.5555255667736,3.24964204645073,3.08492100886698,2.64214655077964,2.89858556500862,3
NNEQK,0,0.142338386300651,2.24703173500021,2.96209513479449,3.0960926856708,2.55724566382065,3.38578907037631,3
JQZUZ,0,0.268822406772611,2.65628314234051,3.29649218932417,3.21347048322913,2.50454569994666,2.7280331338649,3
GSVOR,0,0.0867789013290456,1.84968565588669,2.44805811952294,2.50707757033139,2.6109449427649,2.9185736798901,3
UKKNM,0,0.333862691991049,2.00053664603439,2.59745035027643,2.58667470370511,2.07523392290375,2.89682953320759,3
MVGCJ,0,0.400848760626165,1.85881801953537,2.91449397724293,2.62693816611046,1.9675802928508,2.5218887822221,3
FNUDS,0,0.133027250463063,2.35929384182695,2.73871949637775,2.40850589323342,2.29901883254032,2.58665859991485,3
ITFSP,0,-0.0718841313566243,2.2529822732662,2.41867293034869,2.57858776701616,1.99146149956768,2.6927078158134,3
UGLAL,0,0.964021291641666,2.21811023424246,3.02644711613242,2.83628522264436,2.38239106947714,2.6139726942911,3
YKLWV,0,0.827244697602494,2.03509816237628,3.00767942220335,3.02676442220596,2.71723868106896,2.44557930768769,3
ESWEE,0,0.868361763600755,2.13968034018463,3.22932278116476,2.85192676336341,2.7916294512004,2.44402937090816,3
HZKBB,0,0.545569734219818,1.85155164969713,2.75374535929087,3.06070517059422,2.51581563719121,2.05937794543643,3
AFOWH,0,0.640554421865479,1.97324411304645,2.73863814607686,2.57323797108888,2.29467420710112,2.19671380974771,3
RLGIN,0,0.31847507928145,1.70669538655345,2.00783568998683,2.15675971558343,2.06445620645927,2.57094145656627,3
WBDXG,0,0.619651031124074,1.4268239339713,2.35446374321536,2.25384862780364,1.92172032517568,2.28350517753995,3
QZASI,0,0.307903396783785,1.5563957057999,2.45157781017453,2.27717612643804,1.95729369841308,2.13443240941151,3
RXMAJ,0,0.0103356980514595,1.54626074983072,2.49017746396394,2.63858749767962,2.17031225402593,2.26300813856021,3
PLNKG,0,0.209334491187646,1.1581589305107,2.29839166424979,2.48598220568392,2.00208805106425,2.28122620937138,3
GURSO,0,-0.472829873517823,1.21219797636848,2.45791156824269,2.35138537780488,2.06872943048069,1.96931418647409,3
IQSHL,0,-0.479424521399163,1.69024278129214,2.32316806528984,2.23313887034062,2.12069560247108,2.5089025215895,3
WEFPV,0,-0.245389432655402,0.792896418170212,2.32095994477123,2.03910416628988,2.08218031789027,2.47097679547393,3
EULZG,0,-0.436348924019115,1.36165008025389,1.94076317888897,2.33708748343174,2.17220084024337,2.87889892867984,3
OJVPA,0,-0.010264337109875,1.16730683249106,2.25130035806246,2.24441896821937,2.44330373190814,2.88676222820502,3
CASSC,0,-0.262878583724163,0.454597812158861,3.33313710193877,3.44616910371335,2.72813257645853,1.85119016649501,3
EEMDW,0,-0.0960734980446956,0.541242155688207,3.7985132913079,4.0788256932328,3.47447020554763,2.55583899332219,3
SAASK,0,0.247782574159167,1.24890439498792,3.06879458329211,2.7295647132169,2.73791024539451,2.73751881351578,3
PLLBT,0,0.141901813196594,1.28803637607359,2.89773025682868,2.7397625671912,2.58569055255438,2.42503084472957,3
FZPLV,0,-0.455363343102915,1.66204589617,2.77799385726347,2.79377564877492,2.66946335584729,2.41923417155597,3
PGYMN,0,-0.36008195883899,1.2957345065119,3.0649926000214,2.61961020881339,2.61349087581419,2.69510704424688,3
JOXHS,0,-0.315356798685607,0.885773198205921,3.23313843534471,2.50634978586814,2.70377115240409,2.45109255496763,3
YZBTO,0,0.569127648024979,0.797683881561801,2.48655923157514,2.61405520778348,2.46308530812319,2.83451098573745,3
HFGML,0,0.17757509950993,0.192681205474341,3.18452831708443,2.47813162718268,2.251126328869,2.5116520525112,3
YQXRN,0,-0.363031737835907,0.50630102127559,2.54851909242161,2.89339858341089,2.20976892835878,2.57369861847609,3
BJUMI,0,0.318308701526805,0.247146051435141,2.25154759871053,2.00405238169386,1.78574358974207,1.80591909880784,3
YPXVK,0,0.278841582590112,0.8310241976086,2.26000488804251,2.17984951286064,2.00492275709836,1.9042979824195,3
KYHWV,0,0.129621024218495,0.931046033132835,2.0289895852552,2.07728832725226,1.75671884353045,1.63473457257029,3
RNQQP,0,-0.0912246767285041,1.03686060553476,1.91880543937977,2.06110729799092,1.56817286027457,1.91106630090062,3
IHQWU,0,0.226330867310094,1.16023966969317,1.6071278488021,1.99200413762432,1.14152536551777,1.53089877310353,3
QUPRZ,0,0.748192466203913,0.861740599223195,1.76780230499595,1.8230995777777,1.23833934306289,1.74181112278384,3
CCOGL,0,0.622450800934843,1.35112060163859,2.08487871700241,2.07742807928616,1.4367712922181,1.59527026655799,3
TPQPL,0,0.273886404618,1.61897515011457,1.92745605108483,1.82673334526354,1.69390624326728,1.24500467361991,3
GAQCF,0,0.386348890418938,1.39419774949277,1.91452646193415,1.73129090318725,1.47984608540614,1.32856063558702,3
LCBAE,0,0.124137543238415,0.708407905060534,1.62381698990762,1.35491342310814,1.82001149002964,2.07019237440033,3
NLHZL,0,-0.14500153031452,1.67788812722153,1.3079835739458,1.51361580842575,1.50898678789803,1.50716367477581,3
BFEFQ,0,-0.142234326532034,1.43061720015794,1.28258780703102,1.55034851341876,1.38605470725141,2.07792661119093,3
DMVQC,0,-0.0203297500512618,1.27134708950643,1.4737245846124,1.53851500257627,1.55509350797623,2.07820064810739,3
GLFJK,0,-0.0231418599716278,0.978196942919243,1.3487917390231,1.63946791514951,1.42126713523683,1.84823270804552,3
JLGBU,0,-0.412829379974121,1.25150603406217,1.53765810668394,1.72357700610087,1.46930581286436,1.85884009018121,3
QAXHM,0,-0.873473432272584,2.1289272783827,2.40091361840084,2.57779647186813,1.50064055971725,2.21445140651422,3
PJVXN,0,-0.244885320689929,1.42366873508356,1.77841774600495,2.01435395256578,1.67013655630765,1.6183334192053,3
HYTFA,0,0.0371564343563355,1.3270335007974,1.87147941512446,1.83960530854939,1.40325377112542,1.66280854769068,3
CHGFW,0,0.0764219617181007,1.58064966783687,1.92145702781062,2.48768850156705,1.60031113743415,2.14182978304006,3
WBBWS,0,0.019862949985058,1.53081759461985,2.31377387224138,2.06449546228278,1.57493693493571,1.96877213775109,3
RYEAA,0,-0.413595281848278,1.65708506858647,1.7758918191952,1.81704535730508,1.50154674949563,2.50200429269903,3
IUZNT,0,-0.583302371660904,1.21232808131913,1.77802350371651,1.98884938451675,1.82344742962636,1.95208106071584,3
APERC,0,-0.553508390252805,1.17463845036474,1.99635313307876,2.21056553941015,1.78480432018272,1.99327362875542,3
QANKB,0,1.13266797619564,1.85147855714134,2.52437185585826,2.22784006897012,1.81153564166581,1.83051854615954,3
XRNYO,0,0.644516173484437,1.99652189982268,2.3907808629852,2.01985547151832,1.96031084652714,1.62137094886526,3
OIXMO,0,0.712871953376102,1.90604532369487,2.04320602985005,2.34720804976762,1.73966259496374,1.39027592178966,3
ZWUOM,0,0.559844027286374,1.76543267808992,2.43635995160145,2.25751200303883,1.46859344815323,1.61541082317496,3
EMULX,0,1.50458526968587,1.62517241152211,2.67418903155138,2.37672488602268,1.08014316271692,1.57784850559277,3
KTVJX,0,0.814580123674516,1.36075621082573,3.57002521881051,3.20650549259968,0.947712750998236,1.36289264585606,3
CJANM,0,1.06970604256416,0.633712339061662,2.71612226493085,2.54448277977072,2.36683560414751,2.18496910995078,3
TXYID,0,1.08868544855214,0.535210262105856,2.37470523167367,2.24726042427203,1.88535461536094,1.91127118202373,3
MZCAP,0,0.381490476496418,0.712296844472299,2.91681054409802,2.23224996075237,1.93000783303109,1.43341732114569,3
JWVRM,0,0.41056684130489,0.789480072555595,3.02196301714818,2.83248798768162,2.29661598791347,1.94742872898868,3
RZOPL,0,0.594101165795685,1.00032357511432,2.58658693880842,2.72498744622809,2.07031861236,1.79333047084765,3
FSENR,0,0.551800025099059,-0.283918792249576,2.79626653539497,2.64487781472071,1.32018053313889,0.857678316195866,3
PYLYY,0,0.380443439823204,0.934290262424724,2.25130042222436,2.37869993009792,2.05891940084167,0.922475056666729,3
DQMPK,0,0.530550587437493,1.12986209484499,2.63029339073806,2.07162736300575,1.86699081418471,0.754321744166543,3
